seq_id,study_label,arm_id,outcome_id,llm_mean,llm_n,human_mean,human_n,comparable,note,human_norm,llm_norm
125,An Experimental Approach to Relative Income and Happiness,lh_pts_1,subjective_well_being_mood_short_form_item_2,2.5,50,,,False,outcome not found in GT extraction,,
125,An Experimental Approach to Relative Income and Happiness,lh_pts_1,subjective_well_being_mood_short_form_item_3,2.36,50,,,False,outcome not found in GT extraction,,
125,An Experimental Approach to Relative Income and Happiness,lh_pts_1,subjective_well_being_mood_short_form_item_4,2.46,50,,,False,outcome not found in GT extraction,,
125,An Experimental Approach to Relative Income and Happiness,ll_pts,subjective_well_being_mood_short_form_item_1,3.52,50,,,False,outcome not found in GT extraction,,
125,An Experimental Approach to Relative Income and Happiness,ll_pts,subjective_well_being_mood_short_form_item_2,3.6,50,,,False,outcome not found in GT extraction,,
125,An Experimental Approach to Relative Income and Happiness,ll_pts,subjective_well_being_mood_short_form_item_3,3.64,50,,,False,outcome not found in GT extraction,,
125,An Experimental Approach to Relative Income and Happiness,ll_pts,subjective_well_being_mood_short_form_item_4,3.72,50,,,False,outcome not found in GT extraction,,
125,An Experimental Approach to Relative Income and Happiness,ll_pts_1,subjective_well_being_mood_short_form_item_1,3.14,50,,,False,outcome not found in GT extraction,,
125,An Experimental Approach to Relative Income and Happiness,ll_pts_1,subjective_well_being_mood_short_form_item_2,3.22,50,,,False,outcome not found in GT extraction,,
125,An Experimental Approach to Relative Income and Happiness,ll_pts_1,subjective_well_being_mood_short_form_item_3,3.26,50,,,False,outcome not found in GT extraction,,
125,An Experimental Approach to Relative Income and Happiness,ll_pts_1,subjective_well_being_mood_short_form_item_4,3.3,50,,,False,outcome not found in GT extraction,,
131,Cash transfer narratives and charitable giving,community_empowerment_organization,donation,45.34,50,,,False,outcome not found in GT extraction,,
131,Cash transfer narratives and charitable giving,individual_empowerment_organization,donation,51.6,50,,,False,outcome not found in GT extraction,,
131,Cash transfer narratives and charitable giving,poverty_alleviation_organization,donation,60.78,50,,,False,outcome not found in GT extraction,,
141,Attitudes towards hiring decisions,all_constant,pro_women_attitude,0.0,50,,,False,outcome not found in GT extraction,,
141,Attitudes towards hiring decisions,all_constant,pro_women_attitude_after_reflection,0.5,50,,,False,outcome not found in GT extraction,,
141,Attitudes towards hiring decisions,control_group,pro_women_attitude,11.04,50,,,False,outcome not found in GT extraction,,
141,Attitudes towards hiring decisions,control_group,pro_women_attitude_after_reflection,0.3,50,,,False,outcome not found in GT extraction,,
141,Attitudes towards hiring decisions,man_discr,pro_women_attitude,10.3,50,,,False,outcome not found in GT extraction,,
141,Attitudes towards hiring decisions,man_discr,pro_women_attitude_after_reflection,0.1,50,,,False,outcome not found in GT extraction,,
141,Attitudes towards hiring decisions,man_discr_1st_judgment,pro_women_attitude,11.8,50,,,False,outcome not found in GT extraction,,
141,Attitudes towards hiring decisions,man_discr_1st_judgment,pro_women_attitude_after_reflection,0.14,50,,,False,outcome not found in GT extraction,,
141,Attitudes towards hiring decisions,man_discr_2nd_judgment,pro_women_attitude,11.8,50,,,False,outcome not found in GT extraction,,
141,Attitudes towards hiring decisions,man_discr_2nd_judgment,pro_women_attitude_after_reflection,0.18,50,,,False,outcome not found in GT extraction,,
141,Attitudes towards hiring decisions,mturk_sample,pro_women_attitude,9.76,50,,,False,outcome not found in GT extraction,,
141,Attitudes towards hiring decisions,mturk_sample,pro_women_attitude_after_reflection,0.9,50,,,False,outcome not found in GT extraction,,
141,Attitudes towards hiring decisions,neutral,pro_women_attitude,48.0,50,0.37,1169,True,"fuzzy_outcome_match:pro_women_attitude_after_reflection_self_classifie(sim=pro_women_attitude,score=0.53)",0.8154,1.399
141,Attitudes towards hiring decisions,neutral,pro_women_attitude_after_reflection,0.0,50,0.37,1169,True,"fuzzy_outcome_match:pro_women_attitude_after_reflection_self_classifie(sim=pro_women_attitude_after_reflection,score=0.82)",0.8154,-0.9602
141,Attitudes towards hiring decisions,no_discrimination,pro_women_attitude,7.6,50,,,False,outcome not found in GT extraction,,
141,Attitudes towards hiring decisions,no_discrimination,pro_women_attitude_after_reflection,0.6,50,,,False,outcome not found in GT extraction,,
141,Attitudes towards hiring decisions,pro_men,pro_women_attitude,42.1,50,0.27,1169,True,"fuzzy_outcome_match:pro_women_attitude_after_reflection_self_classifie(sim=pro_women_attitude,score=0.53)",-1.4084,1.109
141,Attitudes towards hiring decisions,pro_men,pro_women_attitude_after_reflection,0.0,50,0.27,1169,True,"fuzzy_outcome_match:pro_women_attitude_after_reflection_self_classifie(sim=pro_women_attitude_after_reflection,score=0.82)",-1.4084,-0.9602
141,Attitudes towards hiring decisions,pro_women,pro_women_attitude,26.4,50,0.36,1169,True,"fuzzy_outcome_match:pro_women_attitude_after_reflection_self_classifie(sim=pro_women_attitude,score=0.53)",0.593,0.3373
141,Attitudes towards hiring decisions,pro_women,pro_women_attitude_after_reflection,0.72,50,0.36,1169,True,"fuzzy_outcome_match:pro_women_attitude_after_reflection_self_classifie(sim=pro_women_attitude_after_reflection,score=0.82)",0.593,-0.9248
141,Attitudes towards hiring decisions,qualtrics_sample,pro_women_attitude,50.38,50,,,False,outcome not found in GT extraction,,
141,Attitudes towards hiring decisions,qualtrics_sample,pro_women_attitude_after_reflection,0.34,50,,,False,outcome not found in GT extraction,,
141,Attitudes towards hiring decisions,same_effort,pro_women_attitude,0.3,50,,,False,outcome not found in GT extraction,,
141,Attitudes towards hiring decisions,same_effort,pro_women_attitude_after_reflection,0.58,50,,,False,outcome not found in GT extraction,,
141,Attitudes towards hiring decisions,same_suffering,pro_women_attitude,0.0,50,,,False,outcome not found in GT extraction,,
141,Attitudes towards hiring decisions,same_suffering,pro_women_attitude_after_reflection,0.74,50,,,False,outcome not found in GT extraction,,
141,Attitudes towards hiring decisions,woman_discr,pro_women_attitude,7.8,50,,,False,outcome not found in GT extraction,,
141,Attitudes towards hiring decisions,woman_discr,pro_women_attitude_after_reflection,0.98,50,,,False,outcome not found in GT extraction,,
141,Attitudes towards hiring decisions,woman_discr_1st_judgment,pro_women_attitude,6.7,50,,,False,outcome not found in GT extraction,,
141,Attitudes towards hiring decisions,woman_discr_1st_judgment,pro_women_attitude_after_reflection,0.92,50,,,False,outcome not found in GT extraction,,
141,Attitudes towards hiring decisions,woman_discr_2nd_judgment,pro_women_attitude,6.7,50,,,False,outcome not found in GT extraction,,
141,Attitudes towards hiring decisions,woman_discr_2nd_judgment,pro_women_attitude_after_reflection,0.92,50,,,False,outcome not found in GT extraction,,
145,Student Loan Repayment Plan Choice Pilot Survey,10_20k_15y,choice_of_income_based_repayment_plan_over_the_10,2.0,50,,,False,outcome not found in GT extraction,,
145,Student Loan Repayment Plan Choice Pilot Survey,10_20k_20y,choice_of_income_based_repayment_plan_over_the_10,1.96,50,,,False,outcome not found in GT extraction,,
145,Student Loan Repayment Plan Choice Pilot Survey,10_30k_15y,choice_of_income_based_repayment_plan_over_the_10,1.98,50,,,False,outcome not found in GT extraction,,
145,Student Loan Repayment Plan Choice Pilot Survey,10_30k_20y,choice_of_income_based_repayment_plan_over_the_10,2.0,50,,,False,outcome not found in GT extraction,,
145,Student Loan Repayment Plan Choice Pilot Survey,5_20k_15y,choice_of_income_based_repayment_plan_over_the_10,2.0,50,,,False,outcome not found in GT extraction,,
145,Student Loan Repayment Plan Choice Pilot Survey,5_20k_20y,choice_of_income_based_repayment_plan_over_the_10,2.0,50,,,False,outcome not found in GT extraction,,
145,Student Loan Repayment Plan Choice Pilot Survey,5_30k_15y,choice_of_income_based_repayment_plan_over_the_10,2.0,50,,,False,outcome not found in GT extraction,,
145,Student Loan Repayment Plan Choice Pilot Survey,5_30k_20y,choice_of_income_based_repayment_plan_over_the_10,2.0,50,,,False,outcome not found in GT extraction,,
145,Student Loan Repayment Plan Choice Pilot Survey,exempt_income_20_000,choice_of_income_based_repayment_plan_over_the_10,2.0,50,,,False,outcome not found in GT extraction,,
145,Student Loan Repayment Plan Choice Pilot Survey,exempt_income_30_000,choice_of_income_based_repayment_plan_over_the_10,2.0,50,,,False,outcome not found in GT extraction,,
145,Student Loan Repayment Plan Choice Pilot Survey,percent_income_10,choice_of_income_based_repayment_plan_over_the_10,1.86,50,,,False,outcome not found in GT extraction,,
145,Student Loan Repayment Plan Choice Pilot Survey,percent_income_5,choice_of_income_based_repayment_plan_over_the_10,1.98,50,,,False,outcome not found in GT extraction,,
145,Student Loan Repayment Plan Choice Pilot Survey,years_until_loan_forgiveness_15,choice_of_income_based_repayment_plan_over_the_10,1.92,50,,,False,outcome not found in GT extraction,,
145,Student Loan Repayment Plan Choice Pilot Survey,years_until_loan_forgiveness_20,choice_of_income_based_repayment_plan_over_the_10,1.96,50,,,False,outcome not found in GT extraction,,
150,"Combatting COVID-19: Measuring and Changing Beliefs, Knowledge and Behaviors",control,index_of_covid_19_overall_knowledge,0.96,50,0.781,847,True,"fuzzy_outcome_match:overall_test_score(sim=index_of_covid_19_overall_knowledge,score=0.38)",-1.1943,-1.7321
150,"Combatting COVID-19: Measuring and Changing Beliefs, Knowledge and Behaviors",incentive,index_of_covid_19_overall_knowledge,1.0,50,0.801,414,True,"fuzzy_outcome_match:overall_test_score(sim=index_of_covid_19_overall_knowledge,score=0.38)",-0.0781,0.5774
150,"Combatting COVID-19: Measuring and Changing Beliefs, Knowledge and Behaviors",incentive_plus_teaching,index_of_covid_19_overall_knowledge,1.0,50,0.8306,438,True,"fuzzy_outcome_match:overall_test_score(sim=index_of_covid_19_overall_knowledge,score=0.38)",1.5738,0.5774
150,"Combatting COVID-19: Measuring and Changing Beliefs, Knowledge and Behaviors",teaching,index_of_covid_19_overall_knowledge,1.0,50,0.797,418,True,"fuzzy_outcome_match:overall_test_score(sim=index_of_covid_19_overall_knowledge,score=0.38)",-0.3014,0.5774
151,The Effect of Self-awareness on Dishonesty (Wave 2),controlgroup,cheaptalksenderreceivergame,0.6,50,,,False,outcome not found in GT extraction,,
151,The Effect of Self-awareness on Dishonesty (Wave 2),controlgroup,matrixpuzzle,3.72,50,7.059,101,True,"fuzzy_outcome_match:no_of_matrix_reported_to_be_solved(sim=matrixpuzzle,score=0.39)",1.7387,-1.4884
151,The Effect of Self-awareness on Dishonesty (Wave 2),controlgroup,modifiedmatrixpuzzle,3.16,50,7.059,101,True,"fuzzy_outcome_match:no_of_matrix_reported_to_be_solved(sim=modifiedmatrixpuzzle,score=0.41)",1.7387,-1.8942
151,The Effect of Self-awareness on Dishonesty (Wave 2),highdishonestytr,cheaptalksenderreceivergame,0.1,50,,,False,outcome not found in GT extraction,,
151,The Effect of Self-awareness on Dishonesty (Wave 2),highdishonestytr,matrixpuzzle,6.14,50,4.885,87,True,"fuzzy_outcome_match:no_of_matrix_reported_to_be_solved(sim=matrixpuzzle,score=0.39)",-1.1507,0.2652
151,The Effect of Self-awareness on Dishonesty (Wave 2),highdishonestytr,modifiedmatrixpuzzle,6.82,50,4.885,87,True,"fuzzy_outcome_match:no_of_matrix_reported_to_be_solved(sim=modifiedmatrixpuzzle,score=0.41)",-1.1507,0.758
151,The Effect of Self-awareness on Dishonesty (Wave 2),honestytreatment,cheaptalksenderreceivergame,0.14,50,,,False,outcome not found in GT extraction,,
151,The Effect of Self-awareness on Dishonesty (Wave 2),honestytreatment,matrixpuzzle,7.0,50,6.053,76,True,"fuzzy_outcome_match:no_of_matrix_reported_to_be_solved(sim=matrixpuzzle,score=0.39)",0.4016,0.8884
151,The Effect of Self-awareness on Dishonesty (Wave 2),honestytreatment,modifiedmatrixpuzzle,7.0,50,6.053,76,True,"fuzzy_outcome_match:no_of_matrix_reported_to_be_solved(sim=modifiedmatrixpuzzle,score=0.41)",0.4016,0.8884
151,The Effect of Self-awareness on Dishonesty (Wave 2),lowdishonestytr,cheaptalksenderreceivergame,0.16,50,,,False,outcome not found in GT extraction,,
151,The Effect of Self-awareness on Dishonesty (Wave 2),lowdishonestytr,matrixpuzzle,5.4,50,5.356,104,True,"fuzzy_outcome_match:no_of_matrix_reported_to_be_solved(sim=matrixpuzzle,score=0.39)",-0.5247,-0.271
151,The Effect of Self-awareness on Dishonesty (Wave 2),lowdishonestytr,modifiedmatrixpuzzle,4.72,50,5.356,104,True,"fuzzy_outcome_match:no_of_matrix_reported_to_be_solved(sim=modifiedmatrixpuzzle,score=0.41)",-0.5247,-0.7638
151,The Effect of Self-awareness on Dishonesty (Wave 2),treatmentgroups,cheaptalksenderreceivergame,0.9,50,,,False,outcome not found in GT extraction,,
151,The Effect of Self-awareness on Dishonesty (Wave 2),treatmentgroups,matrixpuzzle,6.8,50,5.401,267,True,"fuzzy_outcome_match:no_of_matrix_reported_to_be_solved(sim=matrixpuzzle,score=0.39)",-0.4649,0.7435
151,The Effect of Self-awareness on Dishonesty (Wave 2),treatmentgroups,modifiedmatrixpuzzle,6.98,50,5.401,267,True,"fuzzy_outcome_match:no_of_matrix_reported_to_be_solved(sim=modifiedmatrixpuzzle,score=0.41)",-0.4649,0.8739
152,When is Discrimination Unfair?,black_discriminatees_less_justifiable,fairness_assessment_of_the_incident_described_in_a,1.94,50,,,False,outcome not found in GT extraction,,
152,When is Discrimination Unfair?,black_discriminatees_more_justifiable,fairness_assessment_of_the_incident_described_in_a,3.66,50,,,False,outcome not found in GT extraction,,
152,When is Discrimination Unfair?,less_justifiable_statistical_discrimination,fairness_assessment_of_the_incident_described_in_a,7.0,50,,,False,outcome not found in GT extraction,,
152,When is Discrimination Unfair?,less_justifiable_taste_based_discrimination,fairness_assessment_of_the_incident_described_in_a,7.0,50,,,False,outcome not found in GT extraction,,
152,When is Discrimination Unfair?,more_justifiable_statistical_discrimination,fairness_assessment_of_the_incident_described_in_a,6.32,50,,,False,outcome not found in GT extraction,,
152,When is Discrimination Unfair?,more_justifiable_taste_based_discrimination,fairness_assessment_of_the_incident_described_in_a,7.0,50,,,False,outcome not found in GT extraction,,
152,When is Discrimination Unfair?,sb,fairness_assessment_of_the_incident_described_in_a,4.1,50,,,False,outcome not found in GT extraction,,
152,When is Discrimination Unfair?,sw,fairness_assessment_of_the_incident_described_in_a,4.04,50,,,False,outcome not found in GT extraction,,
152,When is Discrimination Unfair?,tb,fairness_assessment_of_the_incident_described_in_a,2.7,50,,,False,outcome not found in GT extraction,,
152,When is Discrimination Unfair?,tw,fairness_assessment_of_the_incident_described_in_a,4.0,50,,,False,outcome not found in GT extraction,,
152,When is Discrimination Unfair?,white_discriminatees_less_justifiable,fairness_assessment_of_the_incident_described_in_a,4.0,50,,,False,outcome not found in GT extraction,,
152,When is Discrimination Unfair?,white_discriminatees_more_justifiable,fairness_assessment_of_the_incident_described_in_a,4.0,50,,,False,outcome not found in GT extraction,,
159,"Fake News: Susceptibility, Awareness and Solutions",control,confidence_in_beliefs,0.94,50,,,False,outcome not found in GT extraction,,
159,"Fake News: Susceptibility, Awareness and Solutions",control,fake_news_detection_ability,1.64,50,,,False,outcome not found in GT extraction,,
159,"Fake News: Susceptibility, Awareness and Solutions",control,mid_task_beliefs_about_ability,7.0,50,,,False,outcome not found in GT extraction,,
159,"Fake News: Susceptibility, Awareness and Solutions",control,posterior_beliefs_about_ability,7.0,50,,,False,outcome not found in GT extraction,,
159,"Fake News: Susceptibility, Awareness and Solutions",control,prior_beliefs_about_ability,7.0,50,,,False,outcome not found in GT extraction,,
159,"Fake News: Susceptibility, Awareness and Solutions",control_group,confidence_in_beliefs,0.935,50,2.09,2413,True,"fuzzy_outcome_match:error_in_posterior_beliefs_poe(sim=confidence_in_beliefs,score=0.47)",1.0,-1.7391
159,"Fake News: Susceptibility, Awareness and Solutions",control_group,fake_news_detection_ability,1.44,50,,,False,outcome not found in GT extraction,,
159,"Fake News: Susceptibility, Awareness and Solutions",control_group,mid_task_beliefs_about_ability,6.98,50,2.09,2413,True,"fuzzy_outcome_match:error_in_posterior_beliefs_poe(sim=mid_task_beliefs_about_ability,score=0.43)",1.0,0.542
159,"Fake News: Susceptibility, Awareness and Solutions",control_group,posterior_beliefs_about_ability,7.02,50,2.09,2413,True,"fuzzy_outcome_match:error_in_posterior_beliefs_poe(sim=posterior_beliefs_about_ability,score=0.62)",1.0,0.5571
159,"Fake News: Susceptibility, Awareness and Solutions",control_group,prior_beliefs_about_ability,7.02,50,2.09,2413,True,"fuzzy_outcome_match:error_in_posterior_beliefs_poe(sim=prior_beliefs_about_ability,score=0.53)",1.0,0.5571
159,"Fake News: Susceptibility, Awareness and Solutions",score_revelation_treatment,confidence_in_beliefs,0.975,50,1.887,2413,True,"fuzzy_outcome_match:error_in_posterior_beliefs_poe(sim=confidence_in_beliefs,score=0.47)",-1.0,-1.724
159,"Fake News: Susceptibility, Awareness and Solutions",score_revelation_treatment,fake_news_detection_ability,1.0,50,,,False,outcome not found in GT extraction,,
159,"Fake News: Susceptibility, Awareness and Solutions",score_revelation_treatment,mid_task_beliefs_about_ability,7.2,50,1.887,2413,True,"fuzzy_outcome_match:error_in_posterior_beliefs_poe(sim=mid_task_beliefs_about_ability,score=0.43)",-1.0,0.625
